@relation corpus_tweets_t1 
@attribute text string 
@attribute classe {+,-,=}
@data
"Prix Pinocchio du développement durable 2014 : votez ! En 2014, plus personne ou presque ne conteste l’urgence... http://t.co/0xqlDWu9DH", +
"Le changement climatique se rappelle à nous: J-7 avant la 40eme tempète du siècle depuis 10 ans!!!", =
"Changement climatique : quatre minutes pour mieux comprendre et démystifier un sujet global si complexe http://t.co/y3EG459Udw", +
"répartition des gaz à effet de serre dans l'atmosphère : vapeur d'eau 95% CO2 0.05% autres 4,95% 1/2", =
"@Moutic007 "Sciences & méthane" dévoile qu'1 émission gazeuse se déplace à la vitesse,de la lumière dans du satin,et du RER B dans du coton", =
"Le prestataire anglais TPA Portable Roadways certifié ISO20121 | @scoopit http://t.co/NG2qMsmlZc", =
"#Radars météos et #éoliennes : le ministère de l'Ecologie propose un assouplissement http://t.co/OvK1In0L7Y via @actuenviro", +
"#Comores : L'UE débloque 3 millions d'euros pour lutter contre le changement climatique au coeur de l'archipel  http://t.co/yrZwzJTO2W", +
"#Durable La rénovation énergétique à l'honneur pour la fête de l'énergie !: Du 9 au 12 octobre, venez faire le... http://t.co/dVEMV3Py3N", +
"La patronne des écologistes «tout simplement scandalisée» par la suspension «sine die» de l'écotaxe http://t.co/X8O9dLYqcA", -
"Radars météos et éoliennes : le ministère de l'Ecologie propose un assouplissement: Dans la ligne d... http://t.co/DGNFRnuDf6 #écologie", +
"Faudrait peut-être que je fasse ma vaisselle un jour, histoire d'éviter qu'un écosystème se développe dans mon évier.", =
"@E_Dupin péage transit (via @ecologiEnergie) http://t.co/rhf5v1S9xG aboutir système clair juste solutions financement équitables pérennes", =
"Radars météos et éoliennes : le ministère de l'Ecologie propose un assouplissement: Dans la ligne des différen... http://t.co/xvxsb0bdCc", +
"#solarbox : des cabines qui chargent votre portable grâce à l’énergie solaire  http://t.co/aTiobumVo2 http://t.co/RW94cDiCRI", =
""Dans les limites de ses compétences", le #Begov "fera du développement #durable un objectif clé de sa politique"", +
"@btreguier Le DM ne veut pas partir : sur le sujet moyen orient post pétrole y'a déjà des trucs de ce style http://t.co/d5BkCUthfC", =
"@Mar1e un écosystème : wc, dealers, passage ... ?", -
"“@ecologiEnergie: [Communiqué] @RoyalSegolene et @AVidalies ont annoncé la suspension de l'écotaxe http://t.co/GLv9kn5LyC” #courage", -
"@surf_jerry  Réchauffement climatique Espère que tu as quelques jours pour récupérer car je vois que tu es a Toulon Tu es fort mais touché", =
"et je parle pas du réchauffement climatique qui viendra s'aditionner au kao", =
"PATRIMOINE Le fromage, espèce menacée... http://t.co/Vydes8HobU", -
"#Tunisie Quatrième conférence sur le changement climatique et le développement en Afrique - Les outils d'ana: http://t.co/kiC9d1C2Hp", =
"«La notion de développement durable nous a endormis» | @scoopit http://t.co/YBG6N0CIyU", -
"Herbier #37 : bananiers et changement climatique - http://t.co/ETEJX9X3Ng via @universcienceTV", =
"La géothermie profite aux Chellois http://t.co/IJKM0kdIgg", +
""Atelier de préparationdes négociateurs climat (COP20) Lima - Pérou http://t.co/Pb0XVcBUl6 matique-lafrique-de-louest-se-prepare-a-bamako/", =
"La @MsrVar à votre service pour une @RoutePlusSure : missions, acteurs, contacts... sur http://t.co/IRjTKtiXEC", +
"“A #SaintNazaire #GepsTechno cherche des financements #énergiesrenouvelables #industrie http://t.co/akaWgGRJGc”", =
"Les énergies renouvelables produisent presque 28 % de l‘électricité en Allemagne ! http://t.co/Am0uIk1cMo", +
"Après l'immobilisme économique, maintenant on recule même sur les réformes écologiques... bientôt le social?! @gouvernementFR #Ecotaxe", -
"Energie verte : un village en Afrique en 2035 ? http://t.co/LcFXr92xOo", =
"Révolte et morts suspectes autour des champs d'éoliennes mexicains http://t.co/pNVbFoh7Es via @LeNouvelObs", -
"Tunisie: Quatrième conférence sur le changement climatique et le développement en Afrique - Les outils… http://t.co/aMTEUAnGEJ #Afrique", =
"@burninghat bon après, comparer un mobile sur la puissance… en fonction de ton usage, il vaut mieux voir les apps, l'écosystème, les màj, …", +
"La rénovation énergétique à l’honneur pour la fête de l’énergie ! - Ministère du Développement durable http://t.co/OuCJbnOoAL", +
"8/10 Cañete, pétrolier pro-gaz de schiste commissaire européen au Climat et à l’Énergie. Ça jette un froid sur le réchauffement climatique.", =
"Des entreprises au développement durable http://t.co/lmCDrfhuf7 #DD", =
"@Nitro_Politic http://t.co/rhf5v1S9xG clarifier sources de financement créer un groupe de travail de co-construction  etc..", =
"Une partie de la Belgique engloutie par le réchauffement climatique  D’après une les données reçus par les... http://t.co/3PY8UuHWaw", -
"@burninghat si le reste de tes ordis viennent d'Apple, je peux t'assurer que l'écosystème n'est pas le même ;-) Ça dépend de tes usages", =
"Suspension sine die de l'#ecotaxe http://t.co/gQDkCT313v", -
"Une source d'énergie totalement renouvelable ! #ecologie : http://t.co/d8XUjmNcVS", +
"La route du développement durable suite !!! http://t.co/eYNIuaPjyj #Canton", =
"Une partie de la Belgique engloutie par le réchauffement climatique  D’après une...: Une part... http://t.co/mEMVdYUqkK #WorldrEvolution", -
"En visite à Canopia, Centre de traitement des déchets. Une usine qui veut respecter son environnement. http://t.co/ZcEOKB8fNR", +
"La #Commission laisse la porte ouverte au #nucléaire en #Europe | @LesEchos #énergie http://t.co/f8E2KCFtg7", =
"Let's go pour les Trophées Régionaux du Développement Durable! #TRDD http://t.co/5WzI5QZdOl", =
"La croissance économique détruit les écosystèmes et ne répond même plus aux problèmes de développement : elle ne nourrit pas les gens", -
"@RoyalSegolene @France2tv au secours! Projet de 30 eoliennes de 170m en vue directe d'Alesia ! Aidez nous a proteger notre tourisme!", =
"#Sénat : - @C_MorinDesailly devient présidente de la commission culture - @HMaurey devient président de la commission développement durable", =
"FrancEcologiEnergie @ecologiEnergie  2 hil y a 2 heures [Communiqué] @RoyalSegolene et @AVidalies ont annoncé la... http://t.co/jW7HLxLvMa", =
"Ignition décolle avec l'ISO20121! | @scoopit http://t.co/XnJNGmkprP", =
"Le président de l'Agglo en visite a l usine de traitement des déchets, Canopia . Un process novateur qui marche . http://t.co/eDShx7TdGC", +
"Renforcer l'indépendance énergétique des particuliers : les auto-constructeurs d’éoliennes | @scoopit http://t.co/a7dExvZXDZ", +
"Pourquoi la «neige noire» du Groenland doit nous alarmer | Slate.fr - http://t.co/JDTHIJcDUV", -
"#OISE Les anti-éoliennes estiment que le projet de 15 mâts met en danger les cigognes blanches http://t.co/qbCon8EcsF", -
"L'urbolienne est une éolienne capable de générer de l'énergie sur les sites où le vent est irrégulier | @scoopit http://t.co/OpDZB17BkK", +
"Spécialiste des matériaux écologiques Vente en ligne de peintures Bio pour une maison 100% écologique !", =
"Le #S&D content de lui: a égratigné Navaracsics, obtenu le retour des médicaments dans la DG Sanco et fait inscrire le développement durable", +
"#Acidification news: Changement climatique : l’acidification des océans s’accélère (in French) http://t.co/z8zFEBU8Ws", =
"MEXIQUE: DES PEUPLES INDIGÈNES EN RÉVOLTE CONTRE LES ÉOLIENNES D'EDF QUI VIOLENT LEURS DROITS ÉLÉMENTAIRES Unes... http://t.co/dOUAZBv2Xg", -
"Les écologistes applaudissent la décision de Ségolène Royal, ministre de l’Ecologie, du Développement durable et... http://t.co/waYglLwoA1", +
"😔😔 (@ Pôle Développement Durable) https://t.co/slV1guc4Ow", =
"ARF : Table ronde " une région, ça bouge" mobilité, transition énergétique, développement durable sans Ségolène Royal retenue par ailleurs.", =
"#infographies Tout ce que vous avez toujours voulu savoir sur la géothermie ! http://t.co/rRFubPV0KM", +
"[#VotreEnergie] La rénovation énergétique à l’honneur pour la fête de l’énergie ! http://t.co/XazdiDXdSK http://t.co/aJ47uoAGib", +
"KINGSMEN C.M.T.I., l'agence design et communication thailandaise certifiée ISO20121 | @scoopit http://t.co/8VQPV4tFWZ", =
"Les Pays de la Loire vers une charte régionale du développement durable http://t.co/x73slVRKny #DD #DeveloppementDurable #PaysdelaLoire #PDL", =
"Aujourd'hui nous vous parlons de L'OPTIQUE par Sébastien Bétend - et ses lunettes fabriquées en France avec des... http://t.co/xM8dK8FVJr", =
".@HMaurey (@UDIUC) est président de la commission du développement durable du #Sénat :  http://t.co/O9XNGsYMDM", =
"#ecologie Réunion péage de transit http://t.co/7Cj68jhjd3", =
"Énergies renouvelables : Power Clouds remporte un prix Solar Awards 2014 (Tecsol) http://t.co/cEl3chd83l", =
"Les voitures et l’énergie solaire : http://t.co/CI8LUnll0I http://t.co/UKWO4FmySk", =
"Les Pays de la Loire vers une charte régionale du développement durable - Société - Terri(s)toires http://t.co/mDDdUcuQys", =
"[Actualité] Une platine à énergie solaire au centre Afpa d’Istres http://t.co/t9CtfAc16U #formation", =
""Le nucléaire n’est pas une solution au changement climatique, c'est une impasse", affirme Charlotte Mijeon: C... http://t.co/gaRfuTJyKt", -
"@CecileBlan @alozach @atresgots2 attention : les espèces menacées à force de les protéger elle deviennent envahissantes ...#LoupStyle", -
"La patronne des écologistes «tout simplement scandalisée» par la suspension «sine die» de l'écotaxe: POLITIQUE - Emmanuelle Cosse réa...", -
"ah, misère : http://t.co/GdC59Syzdz #lemondetelquilva", -
"Dour - Quiévrain - Hensies: les éoliennes en sourdine:                   Les éoliennes de Dour-Quiévrain seron... http://t.co/d530OA1DBi", =
"Developpement durable et la protection de l'eau en question ...: Le conseil municipal du 29 septembre proposai... http://t.co/4gM4rSdq54", +
"#Intempéries : une période à #risque dans le sud-est de la France du 9 au 14 oct. | #vigilance @zehub @srotillon http://t.co/POgdrHyMik", -
"Blog Quat´rues : Des lunettes de fabrication française et écologiques http://t.co/sDHD5FEpcF", =
"Des lunettes de fabrication française et écologiques: Installé depuis presque 3 ans à Bron, près ... http://t.co/S7tnFerwAw RT @quatrues", +
"Quatrième conférence sur le changement climatique et développement en Afrique - Les outils d'an http://t.co/OE4LpRBn6C via @allafricafrench", =
"Offre d'emploi: Commerciaux H/F: 65 Tarbes http://t.co/ymvDVf5jQz #job #emploi  #emploi #job", =
"Offre d'emploi: Commerciaux H/F: 17 La Rochelle http://t.co/M8DpAVpDpa #job #emploi  #emploi #job", =
"Offre d'emploi: Commerciaux H/F: 24 Périgueux http://t.co/ec6woKuwN0 #job #emploi  #emploi #job", =
"Offre d'emploi: Commerciaux H/F: 33700 Mérignac http://t.co/0ED5jl9dSR #job #emploi  #emploi #job", =
"#GreyOwl, #écologiste et ami des #castors! http://t.co/3LG7IRpzH4 #Mignon http://t.co/85WRX46ZOT", =
"Le Canada ratera, et de beaucoup, sa cible pourtant allégée de réduction de gaz à effet de serre. La lutte contre... http://t.co/lgqVMT2sUo", -
"Les leaders mondiaux face au changement climatique. Zaman - 23 sept. 2014. ... Casablanca...http://t.co/3Xo0kWBhRc", -
"#Management SSE : le nouveau référentiel #MASE est publié | @Actuenviro http://t.co/lLrVN5QUWP", =
"Pendant ce temps, @alberror veut capter la valeur des OTT parce qu'il est dans un écosystème. Beurk. #colloqueARCEP", +
""Le nucléaire n’est pas une solution au changement climatique, c'est une impasse", affirme Charlotte Mijeon:  ... http://t.co/5mqqW8w9Tn", -
"#HUBFORUM @laurentsolly @facebook "la video s'inscrit dans un écosystème personnalisé et social"", =
"@facebook dealer de vidéos  Premier vecteur de lien social et de partage #ecosysteme #personnalisé #contextualisé #HUBFORUM", =
"#colloqueARCEP Il y a 10 ans, telecoms était une industrie, auj. c'est 1 écosystème avec autre business model G.Marby  #Berec Régul Européen", =
""La vidéo s'inscrit dans un écosystème personnalisé : celui de votre gout, de votre histoire, de votre fil d'actu" @laurentsolly #HUBFORUM", =
"La ils cèdent quand c'est les salariés rien n'est lâché bravo le développement durable et la transition... http://t.co/10Oq2ANueR", +
"Radars météos et éoliennes : le ministère de l'Ecologie français propose un assouplissement http://t.co/Zrfh1TtlXM #commequoi #cestpossible", +
"Le DGConnect est quand même pour les services managés. Après le BEREC qui parle de FAI "en écosystème". Pas flippant du tout. #colloqueARCEP", -
"IGNITION décolle avec l'ISO20121! | @scoopit http://t.co/YCHjxOZ6T2", =
"Intervention de Claude #Lemardeley et @RCE38 devant EMSI Executive sur la force d'un écosystème cc @DigitalGrenoble http://t.co/3xws7TeiQi", =
"Le biodiesel et le bioéthanol représentent un moyen efficace pour dépolluer le secteur du transport http://t.co/m3iZ8CO7YG", +
"Timmermans responsable du développement durable : un tournant, déclare Pitella http://t.co/IVpCRxxUbt", =
"On constate que Valls est soutenu par près de la moitié des sympathisants écologistes et plus du tiers de ceux du FDG. #Ifop  DRÔLE :)", +
"Développement durable : 20 ans après le Caire, l'ONU réaffirme le rôle central des gens : http://t.co/6Ju5C1ijLU", +
"Ils seront avec ns samedi place St Jean pour dire #StopTAFTA Les Fédéralistes Européens, Faucheurs Volontaires, Jeunes Ecologistes, ...", =
".@nk_m sur @itele "je suis en colère et atterrée par la lâcheté de François Hollande, de ce gouvernement et de cette ministre de l'écologie"", -
"Première phase validée pour la future usine de biocarburant du CEA http://t.co/rjmdRYfJkU", +
"@demontvalon1: Suspension de l'écotaxe poids lourds: le gouvernement recule. Royal, qui pourfend "l'écologie punitive": satisfaite ou punie?", +
"Le PS pro-Mennucci, le front dem (Madrolle), Dutoit  (Pcf), Gammerre  (génération ecologie) lancent "les défricheurs" http://t.co/vfDcQbR1JI", +
"Première phase validée pour la future usine de biocarburant du CEA: Le Commissariat à l’énergie atomique et au... http://t.co/3TQhuL5BZY", +
"#Commerce #Gestion "Le nucléaire n’est pas une solution au changement climatique, c'est une impasse", affirme Charlotte Mijeon ...", -
"Réchauffement climatique: de plus en plus d'inondations aux USA d'ici 15 ans -Magazine GoodPlanet Info http://t.co/vI96pLu7D3 via @sharethis", =
"Ecotaxe: Ségolène Royal annonce la suspension "sine die": La ministre de l'Ecologie, Ségolène Royal, a annoncé... http://t.co/E72KoTchZT", -
"450, c'est le nombre de personnes attendues à la #centrale de #Gravelines ce week end pour les #Journées de l'Industrie Électrique. #JIE2014", =
"Le ministère du Développement durable annonce la suspension "sine die" de cette mesure, après un échange avec les... http://t.co/ZeOA4KUKmo", -
"un triste jour pour le futur de l'Ecologie en Europe qqn qui ne pense qu'aux petrole, accuse de corrupte etc http://t.co/HlfYAeTccn", -
"@nk_m A mon sens, ce n'est pas en taxant les transporteurs que l'on fait de l'écologie, on assassine pas les transporteurs ainsi !", -
"Le #UICN l'union internationale pour la conservation de la nature pense qu'il y a une connexion importante à... http://t.co/KkeMGGLzsO", +
