@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"ebp-pro news : canada manquer objectif ©duction gaz a effet serre <url>", -
"<utilisateur> <utilisateur> <utilisateur> energie verte :)", =
"#rtl: canada manquer objectif ©duction gaz a effet serre: canada mesure .. <url>", -
"#ambassades <utilisateur>: rt <utilisateur>: francophones, changement climatique nuls, Ä¶ <url>", -
"<utilisateur> trebons ©rald graphiques gaz a effet serre. merci info pertinentes.", +
"#canada manquer objectif ©duction gaz a effet serre - <url> <url>", -
"cville ecologiste #grenoble <url>", =
"#transitionenergetique  objectif 50% horizon 2025 fera montepuissance energies renouvelables gestion nucleaire", +
"<utilisateur> ™ouvrir ecologistes. extregauchistes (pseudo-ecolo) duflot.", =
"france !besoin! canada ©chauffement climatique. <url>", +
"#news : canada manquer objectif ©duction gaz a effet serre: canada mesure... <url>", -
"movar iks (959272204): norvege-rygge: services relatifs ©chets radioactifs, toxiques‚Ä¶ <url>", =
"bravo a amis conservateurs ratent cibles ©duction gaz a effet serre ! #proud #√âconomie #teamalberta #polcan", -
"<utilisateur> <utilisateur> ok calendrier. merci invitation #frenchtech #ecosysteme", +
"web ©rie sensibiliser gestes ecologiques entreprise <url>", +
"candidate malheureuse a presidence bresil, ecologiste marina silva pre nom changement,... <url>", -
"fermes agro-ecologiques actsol casamance <url>", =
"[infographie] comprendre changement climatique ©©lope bagieu <url>", +
"canada manquer objectif ©duction gaz a effet serre - yahoo actualitequebec - mozilla firefox <url>", -
"invention premiere cellule solaire stocke Äôelectricite | Äôenergeek : ‚Äòenergie facile .. <url>", =
"invention premiere cellule solaire stocke Äôelectricite | Äôenergeek : ‚Äòenergie facile Ä¶ <url>", +
"eoliennes pourraient payer ecoles ‚Äì epernay ‚Äì <url> <url> <url>", =
"transition energetique: syndicat energies renouvelables¬†confiant <url>", +
"chien survit a tentative euthanasie <url>", +
"©chauffement climatique. poulpes bonites remontent †manche <url>", =
"©chauffement climatique. poulpes bonites remontent manche <url> <url>", =
"√âtats-unis voie atteindre objectif ©duction gaz effet serre; canada. fiers. #tarsands", +
"gaz a effet serre: canada pourra respecter engagement ‚Äì Äôactualite <url>", -
"ecosyste: ©duses signe mauvaise sante <url> <utilisateur>", -
"ftb - centrale electrique.", =
"losing our cultural #heritage? #patrimoine ‚Ä¢ fromage, espemenace<url> <utilisateur>", =
"©bat changement climatique vaut coup ≈ì! - <url> <url>", +
"patrimoine‚Ä¢ fromage, espemenace<url>", -
"ecogestes .. chambre. deuxie©rie conseils ecologiques respectueux environnement  <url>", +
"energie / amiante solaire <url>", =
"energie / amiante solaire - √Ä descartes, 'ancienne usine everite produits a base 'amiante .. <url>", =
"100 investis solaire photovolta√ØÄôeolien produisent Äôenergie qu‚Äô©trole  <url>", +
".<utilisateur> <utilisateur> <utilisateur> #nantes pub ecosystenumerique !! cc <utilisateur>", =
"scandale eoliennes : corruption elus conflits inte™ts - fdesouche <url>", -
"constructeur francais maisons ecologiques construire maison bois  ossature metallique tradition <url>", +
"finance > annonce>canada manquer objectif ©duction gaz a effet serre>canada . <url> #economie", -
"considerations biogeographiques, ecologiques evolutives especes neotropicales opisthacanthus peters,... <url>", =
"considerations biogeographiques, ecologiques evolutives especes neotropicales opisthacanthus... <url>", =
"bd explique ©chauffement climatique minutes - <url> <utilisateur>", =
"belgique 10e rang pays menacee©vation niveau mer <url>", -
"#insolite #humour ourson central park e© © voiture: ourson mysterieusemen... <url> #actu #tele #fdp", -
"#actu #belgique 6% belgique niveau mer 2100: etude menea... <url> #sport #showbiz", =
"tour horizon energies renouvelables 1'30 <url>   atractivo", =
"[videographie] tour horizon energies renouvelables 1'30 <url>  #afp <url> #obs", +
"....energie strategique pays.... <url>", =
"ecologiste nicolas hulot croisade canada climat <url> <utilisateur>", =
"banques invitent ecosyste#crowdfunding : <url> <utilisateur> #sharingeconomy <url>", +
"top preuves ©chauffement climatique ©guisements filles <url> <utilisateur>", +
"plan #climat inter-©gions anticiper ©chauffement -   eau changement climatique : adaptons! : <url>", +
"scandale eoliennes : corruption elus conflits Äôinte™ts - <url>", -
"#ojeu #notice 90610000 chaumont:services voirie services bal‚Ä¶ traitement ©chets issus balayage ©Ä¶ <url>", =
"#ojeu #notice 90513000 tour-aigues:services traitement e‚Ä¶ collecte traitement dechets issus Ä¶ <url>", =
"√ânergies renouvelables: Äô√âtat finalise nouveau systesoutien <url> #enr #eolien #transitionenergetique #pltecv", =
"agoravox: aime ecosyste! my government is pro-biodiversity !: connu, .. <url>", +
"rt<utilisateur>: #energies #renouvelables poursuivent integration mix #energetique actuel <url>", +
"rt <utilisateur> : aime ecosyste! my government is pro-biodiversity ! <url>", +
"planetourner energies renouvelables canada investit ©trole. #polcan #polqc #paysqc", +
"partenariat systephotovolta√Øques inte©©seau <url> #enr #photovolta√Øque", +
"energies renouvelables <url>", =
"wwf devrait classer roux espeprote©", +
"<utilisateur> <utilisateur> temps thevenoud vient  integrer commission energies renouvelables,cahuzac promene", =
"#energie #eolienne #ardennes etat autorise installation grand parc eolien france <url>", +
"®re peur, gens votent lois, ©gulent couvert lobbying....®.. <url>", -
"rt <utilisateur>: 200 territoires a energie positive croissance verte <utilisateur> <url>", +
"panorama energies renouvelables 1er semestre 2014 : reprise developpement eolien photovolta√Ø<url>", =
"energies renouvelables poursuivent integration mix energetique actuel : <url>", =
"comprendre ©chauffement climatique 4 minutes  <url>", +
"#ecologie oceans, grand ecosysteplane vont <url>", -
"guerre fromages pasteurisevs lait cru rage üêÆ √âclairage <utilisateur> <url> #teamlaitcru", -
"anglet, solution traiter ©chets produisant energie verte <utilisateur> <url>", =
"canada:surprise canada nouveau faillir cible abaisser emissions gaz a effet... <url>", -
"#video #globalwarming comprendre ©chauffement climatique 4 minutes <utilisateur> - <url> <utilisateur>", =
"<utilisateur> we, direction bordeaux π installe village alternatives ecologiques sociales <url> #climat", =
"banques veulent tirer parti nouveau marche prometteur invitent ecosystecrowdfunding ! <url>", +
"©chauffement climatique cmet putain", -
"extre©©roge©ite spatiale - a echelles - ecosyste¥tiers tropicaux <url>", =
"lancement offre adp link aupreecosyste<utilisateur> <url>", +
"energies vertes¬†: etat finalise nouveau systesoutien <url> <utilisateur>", +
"comprendre ©chauffement climatique 4 minutes <url>", +
"torics, cellule solaire spherique concentre Äôenergie solaire egalement ‚Ä¶ lunaire. <url>", +
"#energie : energies vertes : Äôetat finalise nouveau systesoutien <url>", =
"actus mer/sea news: canada manquer objectif ©duction gaz a effet serre - afp 20minutes <url>", -
"banques Äôinvitent Äôecosyste¬´‚Äâcrowdfunding‚Äâ¬ª <utilisateur> <url>", +
"#numerique : plan nouvelle france industrielle education numerique (ecosystenumerique educatif). <url>", =
"twitter, qu'site mobile. ecosysteπ mobile pierre angulaire strategie #tweet4performance", =
"#people <nombre> morses Äôechouent plage Äôalaska <url> #environnement", -
"¢a loi royal, 1/3 Äôenergie consommons renouvelable 15 ans. Äôbonne ide", +
"©chauffement climatique remontemaladies tropicales -  <url>", =
"<utilisateur> , pris Äôavance a maison bureau. 100% Äôenergie consommons ©† renouvelable !", +
"#tweet4performance ecosystetwitter, acquisitions notamment, evolue rapidement. analyse data, tracking...", +
"#boycott #fromages pasteuriseimpose ! sauvons #patrimoine #francais ! > <url> <utilisateur> ##law", -
"extre©©roge©ite spatiale - a echelles - ecosyste¥tiers tropicaux  <url> #ecologie mediaterre", =
"rencontres ©gionales carbone sud-ouest   bilans gaz a effet serre : plan action !   ...", =
"anglet, solution traiter ©chets produisant energie verte <url> <utilisateur>", +
"rencontres ©gionales carbone sud-ouest   bilans gaz a effet serre : av... <url> #devdurable", =
"banques invitent ecosyste¬´ crowdfunding ¬ª <url>", +
"nord-calais, boussole utile  #ecosyste#innovation : #mindmap #innosphere <url> #npdc", +
"#brest #emr echos <url>", =
"#subventions <utilisateur>: enr: Äô√âtat finalise nouveau systesoutien <url> #eolien #pltecv", +
"energies renouvelables poursuivent integration france #enr #res <url> <utilisateur> rt <utilisateur> ^e", +
"#sue: alternative ecologique batteries lithium <url>", =
"#pont-sambre: centrale production electrique rachetefonds pension americain <url> <utilisateur>", =
"#scandale eoliennes : corruption elus conflits inte™ts <url>", -
"fond #energie #renouvelable issu loi allemande (eeg) ©©© surplus ‚Ç¨<nombre> septembre <url>", =
"#oceans, grand #ecosysteplane vont <utilisateur> <url> <utilisateur> <utilisateur>", -
"abri solaire recharger ©hicules #electriques <url> #energie", +
"rt <utilisateur>: energies vertes : etat finalise nouveau systesoutien <url>", +
"#matinalebd matinale ibm big data projet psa voiture connectee ecosysteme dela hadoop", =
"#matinalebd matinale ibm big data - laurent segueenkoff : hadoopiser ecosysteme : etl, analytique...", =
"ecosystevolume doit switcher valeur #hubforum", +
"#pub digitale : passe ecosystebase volume a ecosystebase valeur #hubforum #data", =
"ecosystedoit passer volume valeur #arthurmillet #hubforum gros challenge!", =
"©chauffement climatique provoquer inondations ¥tieres usa ... <url> <url>", =
"applique crowdfunding ©veloppement durable ! <url> | #dd", +
"nouvelles zones ecosystevulnerables prote©#nafo Äôatlantique nord-ouest <url> #goodnews", +
"blague royal energies renouvelables <url> <utilisateur> // niveau... consternant...", =
"rencontres ©gionales carbone sud-ouest   bilans gaz a effet serre : plan .. <url>", =
"regard college :  ©veloppement durable - <url>", =
"patrimoine fromage, espemenace - <utilisateur> <url>", -
"<utilisateur> ©pute garder energie renouvelable .. #facepalm", +
"arielle muller, ville marseille, frein - complexite ecosystelocaux, #interoperabilitetechniques politiques #intlrrfid14", -
"eolienne jardin : pieges a eviter <url>", -
"patrimoine ‚Ä¢ #fromage, espemenace<url> <utilisateur>", -
"#prixnobel2014 #physique : led bleues croissance verte <url> #ecologie #energie <url>", =
"nouvelle note blog : sciences : manchot empereur victime ©chauffement climatique <url>", -
"23 octobre - conference <utilisateur> pratiques collaboratives : ¥#transition ecologique ? <url>", =
"environnement : conclave a marrakech changement climatique <url>", =
"special ©veloppement durable: 3 pages echos jour <utilisateur> 3e©volution industrielle nord-pdec", =
"#changement #climatique: effets #oceans #biodiversite #co2 <url> <url>", =
"france 2 jt - scandale eoliennes : corruption elus conflits Äôinte™ts <url> justice lente", -
"#enr : Äôetat finalise nouveau systesoutien <url> <utilisateur>", =
"passe ecosystebase volume a ecosystebase valeur #hubforum #data", =
"[replay] #polmat: #kobane, previsions fmi,  #aubert madame presidente, #macron <utilisateur> <url>", =
"renaissance tabac zimbabweprix Äô©forestation massive - agence ecofin | <utilisateur> <utilisateur> <url>", +
"renaissance tabac zimbabweprix Äô.. <url>", =
"<utilisateur> <utilisateur> incite a raisons ecologiques. edf, impot, abonnements. mail.", =
"#wif - ©gasommet economique lundi prochain a <utilisateur>  | <url> <url> <utilisateur>", =
"ecosysterecherche, journal sorti presse! <url>", =
"√Ä vois tornade nord , peur üò≥ a cause ptn ©chauffement climatique --'", -
"facture energie : pieges a eviter installez eolienne jardin | <utilisateur> <url>", =
"<utilisateur> applique #crowdfunding #©veloppement #durable <utilisateur> <url> #nouvellerepublique #finance", +
"solaire : <utilisateur> mondiale injecter 519  noor ii (350 mw) a ouarzazate <url>", +
"gazpar : ©ploiement projet compteurs communicants gaz naturel <url>", =
"panorama energies renouvelables 1er semestre 2014 annonce reprise pv <url> <url>", =
"©chauffement climatique existe  lie a activite humaine #confpb2014", +
"√âtats-unis:inondations a marehaute pourrait multiplier 15 ans,rendant inhabitables parties .. <url>", -
"<utilisateur> marche arriere politique environnementale. ©veloppement #durable priorite©gislature", =
"[#cop12] acidification oceans : #ecosystemenace <url>", -
"<utilisateur> <utilisateur> merci. <utilisateur> <utilisateur> ©chauffement climatique: impacts", +
"<utilisateur> ©marche performance economique milieu insulaire coeur ©veloppement durable rse.", =
"misere, sors! ong a goma/nord kivu-rdc activite©veloppement protection ecosyste<url>", +
"©chauffement climatique: inondations usa 15 ans - 20minutes.fr <url>", =
"actus mer/sea news: <utilisateur> - oceans, grand ecosysteplane vont Ä¶ <url>", +
"panorama energies renouvelables france premier semestre 2014 <url> <utilisateur> #planeteenergies", =
"#banques Äôinvitent Äôecosyste¬´#crowdfunding‚Äâ <url> <url>", +
"<utilisateur> <utilisateur> auditer 12 services autorisea recevoir patients #ebola:arrivetraitement ©chets!", +
"desertec, projet + ambitieux energie alternative a partir solaire nord-africain menace echec: sz ©bat <url>", -
"parution : concevoir #ecosyste nouveau ©#agriculture | <utilisateur> <url>", +
"patrimoine ‚Ä¢ fromage, espemenace- vraiment marre lobbies tune <url> <utilisateur>", -
"fromage qu'assassine. fromage! <url>", -
"banques Äôinvitent Äôecosyste¬´ #‚Äâcrowdfunding ‚Äâ¬ª <url> <url>", +
"#digital #bigdata  ecosystechangent : sante devient reste bonne sante <url>", +
"one love invite a conference changement climatique a¬†marrakech <url>", =
