@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"@sebprovencher nous fait une analyse intéressante de l'écosystème des startups de Montréal selon les critères de @davemcclure. @CentechMTL", +
"L'ascension irrésistible des énergies renouvelables http://t.co/NBAqmVPuKk http://t.co/D39GMSiW3Z", +
"Les banques s'invitent dans l'écosystème du « crowdfunding »... http://t.co/T15tiJDa4I", +
"Gaz à effet de serre: le Canada ne pourra respecter son engagement http://t.co/D4hyfduyHp", -
"@Actuenviro Éoliennes ,gaz de schiste, voilà un avenir environnemental intéressant , #royal DEFIGURE ET DETRUIT NOS VILLAGES ET PAYSAGES", -
"Le fromage espèce menacée http://t.co/Izio0kHU9H http://t.co/wMqAG2OCwV", -
"Changement climatique: conséquences pour le bâtiment d'après le GIECC http://t.co/Y2LKaLMuFi", =
"La communauté internationale au chevet de la biodiversité http://t.co/55rzls2l5C", +
"Des batteries liquides pour améliorer l'efficacité des énergies renouvelables | @scoopit http://t.co/FsuQyyvBx8", +
"Yen a ils ont Jcap qui vienne dans leur lycée moi c'est des gens qui font des conférences sur les éoliennes... On a pas les mêmes valeurs", =
"Le retour en images des journées parlementaires #eelv c'est par ici ! ===> http://t.co/KVqsJmxm2V", =
"@vivapolisfrance: 14/10 - journée d'étude sur #mobilités #urbaines et changement #climatique @CODATU_org http://t.co/bw8l0pbbHk", =
"Écologistes surveillés : une plainte dérange le SCRS -  http://t.co/MohEc0UFUq", -
"Une centrale de géothermie marine construite à Marseille http://t.co/H67InMXp4h", +
"Les banques s'invitent dans l'écosystème du « crowdfunding » - Les Échos | @scoopit http://t.co/ivawcfFaVS", +
"Le Canada va presque certainement manquer ses objectifs de réduction des gaz à effet de serre", -
"Je soupçonne quelques aliments au fond d mon frigo d'être devenu vivant genre petits écosystèmes où ça se reproduit en champottes à l'infini", -
"Les banques s’invitent dans l’écosystème du  #crowdfunding  http://t.co/ybgihAVpJl via @SwajSS http://t.co/y4n2TqraBG", +
"Gaz à effet de serre : le Canada ne pourra respecter son engagement #2020 #environnement http://t.co/HdNq1iTJF5 http://t.co/c5wdNoyACE", -
"FEE : « Adapter le marché de l’électricité pour intégrer les énergies renouvelables et non l’inverse » http://t.co/HiLRCZrwDG", +
"#CCI Les énergies renouvelables au Royaume-Uni http://t.co/KgYoOKg0dd", =
"Biocarburant 2G, inauguration de la plateforme de prétraitement de biomasse Syndièse http://t.co/LcKnSvILDB Car... http://t.co/eVBj460isM", +
"Les ressources de l'écosystème terrestre ne peut supporter que la vie de 80.000 pasteurs nomades d'où dégradation de l'environnement 1/2", =
"@Shyz__ et l’énergie éolienne, un combo de choix.", =
"Installation prochaine d'éoliennes à côté de la grande saline royale d'Arc-et-Senans dans le Doubs, classée au... http://t.co/muiyWod9Jo", +
"#chamalieres Brésil/élections: Marina Silva appuiera Aecio Neves sous conditions (presse): L'écologiste Marina... http://t.co/YVDRgByQlz", =
"Energies vertes : l’Etat finalise le nouveau système de soutien ►► http://t.co/RPbyDsApNi #PLTECV", +
"Une micro-éolienne à petit prix :  http://t.co/TN87DtRUgF http://t.co/0i9LCP0bWK", =
"PATRIMOINE Le fromage, espèce menacée - via @courrierinter http://t.co/Lff8BS5ZPO", -
"Retour aux fondamentaux avec @iauidf et @PenelopeB: inforgraphie ludique sur le #réchauffementclimatique http://t.co/u5RvcBxJz3 @eRSE_net", =
"Conflit entre la conservation de la nature et la survie des populations autochtones : le WWF... http://t.co/Cn4SJgZh4N", -
"Le changement  climatique ça vous énerve", -
"Preuve que le changement climatique est bien là le sud sous les eaux  #Algérie", =
"Les banques s'invitent dans l'écosystème du « crowdfunding » En savoir plus sur http://t.co/JMJeqJTc4S http://t.co/jGerwZKvn6", +
"Entreprises dans un écosystème ne peut créer de la valeur durable si elle est dans le moins disant côté social Nicole #Notat @gaitelyrique", =
"Le député UMP Julien Aubert fait son coming out: Nous sommes les vrais écologistes et versera 75% de son indemnité au CEDIS #DirectAN", =
"@StBeni @CacounaQC @GillesD'Amours environnementaliste est un terme honorable et non méprisable espèce de sale arrogant méprisable.", -
"Réunion @EcomProvenc: @antoineguyon présente @ShakinProvence : l'écosystème se renforce et se mobilise #FrenchTech #shakinprov", +
"Mardi politique - François de Rugy http://t.co/fTWaN1V46W", =
"#IT #colaboration qui se transforme | #écosystème qui change chez @microsoftfrance #conf #Mbamci http://t.co/USX8VxvA4T", =
"Les #banques s’invitent dans l’écosystème du #crowdfunding http://t.co/epRnwj5SgY via @LesEchos", +
"L'économie existe grâce à l'humain, et l'humain grâce à l'écosystème. Jamais l'inverse. #polqc #Cacouna #Pétrolique #TransCanada #polcan", =
"@Beaux_Ties une série de colloques sur le changement climatique et la transition énergétique", =
"Le stockage de l'énergie intermittente des éoliennes et panneaux solaires, par de l'air comprimé, fallait y penser 😀  http://t.co/xA73zgBKOq", =
"Les écologistes prudents malgré les appels du pied des socialistes | Public Sénat http://t.co/3gtWSUlYC7", +
"Je sort de mon bain et mon bureau et moi on va parler géothermie", =
"Les jeunes partent à l'asso : portrait de @Rosalie_Sal1 porte parole des @Jeunes_Ecolos par @JOdesbanlieues http://t.co/Yaqeo19hh3", =
"Déchets toxiques / Détournement des 4,658 milliards F Cfa des Victimes Charles Koffi dénonce le silence coupable… http://t.co/28YoUVicyE", =
"La biodiversité, la diversité, les écosystèmes, les espèces, individus, organismes, milieu de vie ou environnement ✅", =
"Le challenge vert d’un navigateur qui n’avait pas peur du changement climatique http://t.co/QJjQsxJopB", +
".@melmarquis Pour les conservateurs, les écologistes sont des melons d'eau. Vert à l'extérieur, mais rouge (socialiste) à l'intérieur.", =
"#Alimentation #Gastronomie #UE #Sauvons nos fromages! - #PATRIMOINE • Le #fromage, espèce menacée http://t.co/IeBPwtgNqE via @courrierinter", -
"Solly : L'écosystème Facebook génère des emplois partout dans le monde http://t.co/s4OaFyXqZx #Économie via @LePoint", =
"LES PANNEAUX SOLAIRES", =
"Lancement de la première centrale française de géothermie marine http://t.co/nOwcVi82xm via @enerzine", +
"PATRIMOINE • Le fromage, espèce menacée http://t.co/xRoj4G3K3j", -
"Là je dis non ! Bruxelles et géant industriels ne touchez pas à notre fromage, à notre terroir (via @courrierinter) http://t.co/ne1vlJHAdr", -
"Bonnes idées écologiques http://t.co/46zTyKIk95", +
"«(...)le Canada n’atteindra pas sa cible internationale de réduction des émissions de gaz à effet de serre d’ici 2020»http://t.co/BuV6cSHW6j", -
"Même l'Iran qui possède les réserves d'hydrocarbures les plus importantes de la planète se met à la géothermie. http://t.co/FJcPKW88h9", +
"Nouvelle présentation sur Slideshare : « Réflexions sur l’écosystème des startups technologiques de montréal » http://t.co/cYhmuhsV36", =
"Écologistes surveillés : une plainte dérange le SCRS http://t.co/QPphdbvjOm", -
"Gérard Wolf (medef) Les villes dans le monde:  2/3 de la conso d'énergie et 70% des émissions de gaz à effet de serre  #mardis2lavenir", =
"10 axes à travailler pour un community manager http://t.co/3yuEhuqRuL", =
"3 fois plus de gens quittent leurs pays à cause du réchauffement climatique qu'à cause des conflits. Depuis 2011,... http://t.co/jC4qUsQHQi", -
"VIDEO. Eoliennes : ces élus qui se mettent dans le sens du vent http://t.co/x7xeBkJGlT", =
"@Sokow_ ça me fait penser au cours de SES où on parlait de la destruction créatrice. Les gens disaient que les éoliennes", =
"Donc il y a 20% qui vont venir de sources totalement écologiques.", =
"PATRIMOINE • Le fromage, espèce menacée good read http://t.co/6cNnBr9evy", -
"Révolte et morts suspectes autour des champs d'éoliennes mexicains - http://t.co/p2bfToa1CE via @Dailymotion", -
"@Sokow_ Très clairement il faudrait une découverte énorme pour améliorer le rendement des panneaux solaires pour que ça soit vraiment viable", +
"La Marche pour le climat est passée mais la tribune de @nicohaeringer et @MaximCombes reste plus que jms d'actualité http://t.co/ilhzyfTCvf", =
"Conférence plutôt sympathique se soir a l' @actionfrancaise sur l'écologiste.", +
"Chaque foutu changement climatique je le sens direct 😒", -
"@RoughBoy05 Là je pense surtout à iBooks, Clear, VLC… Mais y’a aussi tout l’écosystème d’iCloud derrière qui compte beaucoup ^^", +
"Évaluation de stratégies d'adaptation de la #ville au #changement #climatique publication du rapport Muscade http://t.co/CWdxkHHXRr", =
"@Kokakolaf On va faire simple: la chaîne alimentaire permet de réguler les espèces et de maintenir l'équilibre de l'écosystème. Sauf que", +
"Les banques s'invitent dans l'écosystème du #crowdfunding ....via @Stern_cie et @EchosBusiness http://t.co/IEOs57NdjE", +
"Cette centrale hydroélectrique est la plus vieille encore en opération au Canada. #LesVoies http://t.co/BunmIalUb1", =
"Effet contre-intuitif du changement climatique : la #banquise #antarctique vient de battre un record de superficie. http://t.co/6fF56eG0n1", +
"BFM Business : Transition énergétique: le Syndicat des énergies renouvelables confiant http://t.co/NM09jTbpQV", +
"Retrouvez l'interview de @laurentsolly au #ForumNouveauMonde par le @LePoint http://t.co/klxFTy1trx", =
"Le livre de Naomi Klein sur le changement climatique est t.honnête, à tel point que ça m'étonne qu'elle soit aussi directe avec ses lecteurs", +
"@ParaLow Hé ouais ! On a eu le courage d'en faire encore une en plus quoi ! :') Oh oui ! Vive les énergies renouvelables ! :') ♡", +
"@BJM781 @K_hci  Je déteste les éoliennes ! Ça me perturbe !!!!", -
"@JMJancovici donc au final, les énergies renouvelables, c'est surtout des barrages, du bois et des biocarburants...", =
"Valorisation des déchets, énergies renouvelables sur la #6 ;)", -
"Francophones, voici le Changement Climatique pour les nuls, par @PénélopeB http://t.co/fYRhf2JhRF #COP21 #climat http://t.co/8zujOOiCm4", -
"Position d’#Ensemble! concernant le Mouvement pour la VIe #République http://t.co/zpK3gwWRU1", =
"@cyr081 @phmangin Si le changement climatique se poursuit; pas sur qu'on arrive à 9 milliards.", =
"Beauté des paysages et services écologiques – Espace pour la vie – Blogues – Voir.ca http://t.co/hsOfRe7nE8", +
"@energie_crise @StopFessene @EvaSasAN je roulerais bien en voiture electro nucleaire pour eviter les gaz a effet de serre..", =
"L'Américain KKR rachete les deux centrales à gaz de Poweo (Pont sur Sambre et Toul) pour 150 M€ http://t.co/DCGE2qjCa0", =
"C’est à la Riviera que j’ai senti les déchets toxiques.", =
"Le changement climatique par @PenelopeB http://t.co/MAvMc3rPkL", =
"Notre patrimoine fromager est de plus en plus menacé. Jusqu'à mon dernier souffle, je défendrai les fromages au... http://t.co/n6qtlBM7jl", +
"Réchauffement de la planète : #Schwarzenegger sera reçu par #Hollande http://t.co/0C0DGFCl3N via @le_Parisien", =
"@F_Desouche Scandale des éoliennes : corruption des élus et conflits d’intérêts http://t.co/YcPzaHOWFe", -
"De tte facon la notion de strategie est morte ds le digital... Je ne sais pas quel sera l'ecosysteme ds 3 ans Fany P @my_little_paris 2/2", -
"#cashinvestigation Même constat pour les déchets toxiques qui touche toute la population avec le Bisphénol interdit en France en principe !", -
"Les banques s’invitent dans l’écosystème du « crowdfunding » http://t.co/1DuA5NRJew", +
"Jean Jouzel : le changement climatique est sans équivoque et pour l'essentiel lié aux activités humaines #FrenchAmeriCanClimateTalks", =
"Fil #AFP #Energie Le Canada va manquer l'objectif de réduction des gaz à effet de serre: Ottawa - Le Canada n'... http://t.co/kTu0ZQk8wL", -
"#Romandie ▪ Le Canada va manquer l'objectif de réduction des gaz à effet de serre: Ottawa - Le Canada n'est pa... http://t.co/792LBo2cbR", -
"#Scandale des #éoliennes : #corruption des #élus et conflits d’intérêts http://t.co/1XePTvLkS1 … via @f_desouche Stop #UMPS / #FN ..", -
"@N_Hulot lors de la table-ronde FACTS à Ottawa sur le changement climatique: Ne sacrifions pas l'avenir au présent http://t.co/GeFp20Wlup", +
"Sémantique #PCLTV : la méthanisation est une énergie renouvelable non électrique et + un process environnemental  = valorise des déchets", =
"#Ambassades @FranceScience: Jean Jouzel : le changement climatique est sans équivoque et pour l'essentiel lié aux… http://t.co/R6tzLmrOT3", +
"@hey_ghis Ah… les bâtiments à énergie positive ou l'incitation à installer des panneaux solaires alors que ça ne répond pas au problème…", -
"Les vierges de l'adolescence pourraient aussi bien être des espèces en voie de disparition. http://t.co/JZGsuWD0Ex", +
"un système politique à double boucle: Dans un «écosystème» de campagne politique,le candidat qui aura le moins de... http://t.co/eBexMBos5G", =
"Toutes ces #Inondations résultent du #réchauffement #climatique", -
"EBP-PRO NEWS : Le Canada va manquer l'objectif de réduction des gaz à effet de serre http://t.co/cFNoI06zJa", -
"@toniolibero @Littlecelt @SamyRabih c'est de l'énergie verte :)", =
"#RTL: Le Canada va manquer son objectif de réduction des gaz à effet de serre: Le Canada n'est pas en mesure d... http://t.co/oL0Vr63zWS", -
"#Ambassades @FrancePerou: RT @Mariana_Castano: Francophones, voici le Changement Climatique pour les nuls, par… http://t.co/NNgTy3DUXy", -
"@geraldfillion Très bons Gérald vos graphiques sur les gaz à effet de serre. Merci pour vos info pertinentes.", +
"#Le Canada va manquer l'objectif de réduction des gaz à effet de serre - http://t.co/DNhY74m6I6 http://t.co/6XKvaY26B5", -
"C'est aussi ça une ville écologiste #Grenoble http://t.co/2rmIu14pi8", =
"#transitionenergetique  objectif des 50% horizon 2025 se fera avec montée en puissance des energies renouvelables et la gestion du nucléaire", +
"@NicolasSarkozy Oui il faut quand même s'ouvrir aux écologistes. Mais pas aux extrêmes-gauchistes (pseudo-écolo) comme la duflot.", =
"La France a !besoin! du Canada contre le réchauffement climatique. http://t.co/r8iXnncwi3", +
"#News : Le Canada va manquer son objectif de réduction des gaz à effet de serre: Le Canada n'est pas en mesure... http://t.co/9pHY7aQxfW", -
"MOVAR IKS (959272204): Norvège-Rygge: Services relatifs aux déchets radioactifs, toxiques… http://t.co/EVGQEYkJfx", =
"Bravo à MES amis Conservateurs qui ratent toutes les cibles de réduction des gaz à effet de serre ! #Proud #Économie #TeamAlberta #Polcan", -
"@philippedorier @blendwebmix ok c'est dans dans mon calendrier. Merci pour l'invitation #frenchtech #écosystème", +
"Une web série pour sensibiliser aux gestes écologiques en entreprise http://t.co/7fZNWZxojq", +
"La candidate malheureuse à la présidence du Brésil, l'écologiste Marina Silva serait prête, au nom du changement,... http://t.co/8J8W7iNETQ", -
"Les fermes agro-écologiques d'ActSol en Casamance http://t.co/6G12HlmluL", =
"[Infographie] Comprendre le Changement Climatique avec Pénélope Bagieu http://t.co/s2f501figk", +
"Le Canada va manquer son objectif de réduction des gaz à effet de serre - Yahoo Actualités Quebec - Mozilla Firefox http://t.co/L3nj73GC56", -
"Invention de la première cellule solaire qui stocke l’électricité | L’ENERGEEK : l ‘énergie facile en quelques... http://t.co/NszY8uMrYn", =
